target,discovered,wrong letters,number of hits,lives remaining,game won
cower,"['c', 'o', 'w', 'e', 'r']","['s', 'd', 'a', 'l', 'b', 'p']",5,4,True
imbeds,"['i', 'm', 'b', 'e', 'd', 's']","['r', 'l', 'o', 'a', 'p']",6,5,True
iced,"['i', 'c', 'e', 'd']","['s', 'a']",4,8,True
omega,"['o', 'm', 'e', 'g', 'a']","['s', 'h', 'r']",5,7,True
cassock,"['c', 'a', 's', 's', 'o', 'c', 'k']","['e', 'g', 'h']",7,7,True
meditate,"['m', 'e', 'd', 'i', 't', 'a', 't', 'e']","['r', 'l', 'c']",8,7,True
commemorating,"['c', 'o', 'm', 'm', 'e', 'm', 'o', 'r', 'a', 't', 'i', 'n', 'g']",[],13,10,True
predisposes,"['p', 'r', 'e', 'd', 'i', 's', 'p', 'o', 's', 'e', 's']",['t'],11,9,True
trenchant,"['t', 'r', 'e', 'n', 'c', 'h', 'a', 'n', 't']",[],9,10,True
lushest,"['l', 'u', 's', 'h', 'e', 's', 't']","['a', 'o', 'd']",7,7,True
sufferance,"['s', 'u', 'f', 'f', 'e', 'r', 'a', 'n', 'c', 'e']","['o', 'l', 'd']",10,7,True
dwindling,"['d', 'w', 'i', 'n', 'd', 'l', 'i', 'n', 'g']","['t', 'a', 'o', 's', 'e', 'c']",9,4,True
undersigns,"['u', 'n', 'd', 'e', 'r', 's', 'i', 'g', 'n', 's']","['o', 'l', 'a', 't']",10,6,True
duty,"['_', 'u', '_', '_']","['e', 's', 'a', 'o', 'r', 'l', 'n', 'f', 'm', 'c']",1,0,False
guessable,"['g', 'u', 'e', 's', 's', 'a', 'b', 'l', 'e']","['t', 'i', 'o', 'n']",9,6,True
undercharges,"['u', 'n', 'd', 'e', 'r', 'c', 'h', 'a', 'r', 'g', 'e', 's']",['o'],12,9,True
concentrating,"['c', 'o', 'n', 'c', 'e', 'n', 't', 'r', 'a', 't', 'i', 'n', 'g']",['u'],13,9,True
repellants,"['r', 'e', 'p', 'e', 'l', 'l', 'a', 'n', 't', 's']",['o'],10,9,True
basked,"['b', 'a', 's', 'k', 'e', 'd']","['t', 'i', 'u', 'h', 'r']",6,5,True
banknotes,"['b', 'a', 'n', 'k', 'n', 'o', 't', 'e', 's']","['d', 'i']",9,8,True
accelerate,"['a', 'c', 'c', 'e', 'l', 'e', 'r', 'a', 't', 'e']","['o', 's']",10,8,True
tense,"['t', 'e', 'n', 's', 'e']","['a', 'r', 'd']",5,7,True
sorrowing,"['s', 'o', 'r', 'r', 'o', 'w', 'i', 'n', 'g']","['t', 'a', 'l']",9,7,True
supervising,"['s', 'u', 'p', 'e', 'r', 'v', 'i', 's', 'i', 'n', 'g']","['o', 'l', 'd', 'c', 'a']",11,5,True
acclimate,"['a', 'c', 'c', 'l', 'i', 'm', 'a', 't', 'e']","['r', 'n', 'o', 's', 'u']",9,5,True
disproportionate,"['d', 'i', 's', 'p', 'r', 'o', 'p', 'o', 'r', 't', 'i', 'o', 'n', 'a', 't', 'e']","['c', 'm']",16,8,True
retread,"['r', 'e', 't', 'r', 'e', 'a', 'd']","['s', 'i']",7,8,True
huge,"['_', '_', '_', 'e']","['a', 'o', 'i', 'r', 't', 'l', 'd', 'f', 'b', 'p']",1,0,False
holidays,"['h', 'o', 'l', 'i', 'd', 'a', 'y', 's']",['r'],8,9,True
formulas,"['f', 'o', 'r', 'm', 'u', 'l', 'a', 's']",['i'],8,9,True
typewrites,"['t', 'y', 'p', 'e', 'w', 'r', 'i', 't', 'e', 's']","['o', 'l', 'a']",10,7,True
raised,"['r', 'a', 'i', 's', 'e', 'd']",[],6,10,True
champs,"['c', 'h', 'a', 'm', 'p', 's']","['e', 'r', 'n', 'l']",6,6,True
racecourse,"['r', 'a', 'c', 'e', 'c', 'o', 'u', 'r', 's', 'e']","['n', 'i', 'l', 'd', 'm']",10,5,True
shockers,"['s', 'h', 'o', 'c', 'k', 'e', 'r', 's']","['a', 'p', 'l']",8,7,True
funnel,"['f', 'u', 'n', 'n', 'e', 'l']","['s', 'r', 'd']",6,7,True
televising,"['t', 'e', 'l', 'e', 'v', 'i', 's', 'i', 'n', 'g']","['o', 'r', 'd']",10,7,True
evil,"['e', 'v', 'i', 'l']","['s', 'r', 't']",4,7,True
guesses,"['g', 'u', 'e', 's', 's', 'e', 's']","['r', 'l', 'a', 'm']",7,6,True
node,"['n', 'o', 'd', 'e']","['a', 'r', 'l', 's']",4,6,True
alabaster,"['a', 'l', 'a', 'b', 'a', 's', 't', 'e', 'r']","['d', 'i', 'o', 'n', 'u', 'm']",9,4,True
twang,"['t', 'w', 'a', 'n', 'g']","['s', 'e', 'r', 'l', 'i', 'h']",5,4,True
abscond,"['a', 'b', 's', 'c', 'o', 'n', 'd']","['t', 'h']",7,8,True
readjusting,"['r', 'e', 'a', 'd', 'j', 'u', 's', 't', 'i', 'n', 'g']","['o', 'l']",11,8,True
pushups,"['p', 'u', 's', 'h', 'u', 'p', 's']","['t', 'i', 'r', 'a', 'l', 'm', 'b']",7,3,True
bailiwicks,"['b', 'a', 'i', 'l', 'i', 'w', 'i', 'c', 'k', 's']","['o', 'n']",10,8,True
spasmodically,"['s', 'p', 'a', 's', 'm', 'o', 'd', 'i', 'c', 'a', 'l', 'l', 'y']",[],13,10,True
digitising,"['d', 'i', 'g', 'i', 't', 'i', 's', 'i', 'n', 'g']","['o', 'l', 'a', 'r']",10,6,True
fattening,"['f', 'a', 't', 't', 'e', 'n', 'i', 'n', 'g']","['b', 'r']",9,8,True
superpowers,"['s', 'u', 'p', 'e', 'r', 'p', 'o', 'w', 'e', 'r', 's']","['n', 't', 'y', 'l', 'a', 'i']",11,4,True
mozzarella,"['m', 'o', 'z', 'z', 'a', 'r', 'e', 'l', 'l', 'a']",[],10,10,True
combing,"['c', 'o', 'm', 'b', 'i', 'n', 'g']","['s', 'r', 'l', 'a', 'p', 'd']",7,4,True
morocco,"['m', 'o', 'r', 'o', 'c', 'c', 'o']","['s', 'i']",7,8,True
bundling,"['b', 'u', 'n', 'd', 'l', 'i', 'n', 'g']","['r', 'a', 't', 'e', 'c']",8,5,True
interposed,"['i', 'n', 't', 'e', 'r', 'p', 'o', 's', 'e', 'd']",['l'],10,9,True
hotheaded,"['h', 'o', 't', 'h', 'e', 'a', 'd', 'e', 'd']","['n', 'i', 's', 'l', 'c']",9,5,True
breaststrokes,"['b', 'r', 'e', 'a', 's', 't', 's', 't', 'r', 'o', 'k', 'e', 's']","['c', 'l', 'g', 'm', 'd', 'p', 'v', 'u']",13,2,True
sparse,"['s', 'p', 'a', 'r', 's', 'e']",[],6,10,True
decry,"['d', 'e', 'c', 'r', 'y']","['s', 'a', 't']",5,7,True
reunifies,"['r', 'e', 'u', 'n', 'i', 'f', 'i', 'e', 's']","['t', 'a', 'o', 'l', 'd', 'g']",9,4,True
opaqueness,"['o', 'p', 'a', 'q', 'u', 'e', 'n', 'e', 's', 's']","['l', 'b']",10,8,True
billing,"['b', 'i', 'l', 'l', 'i', 'n', 'g']","['s', 'r', 'u', 'e', 'a', 'o']",7,4,True
tailored,"['t', 'a', 'i', 'l', 'o', 'r', 'e', 'd']",['s'],8,9,True
streptomycin,"['s', 't', 'r', 'e', 'p', 't', 'o', 'm', 'y', 'c', 'i', 'n']",['l'],12,9,True
overtaking,"['o', 'v', 'e', 'r', 't', 'a', 'k', 'i', 'n', 'g']",[],10,10,True
botching,"['b', 'o', 't', 'c', 'h', 'i', 'n', 'g']","['r', 'a', 's', 'd']",8,6,True
yodelling,"['y', 'o', 'd', 'e', 'l', 'l', 'i', 'n', 'g']","['t', 'a', 'r']",9,7,True
heartland,"['h', 'e', 'a', 'r', 't', 'l', 'a', 'n', 'd']",[],9,10,True
epicurean,"['e', 'p', 'i', 'c', 'u', 'r', 'e', 'a', 'n']","['t', 's', 'l']",9,7,True
authoritative,"['a', 'u', 't', 'h', 'o', 'r', 'i', 't', 'a', 't', 'i', 'v', 'e']","['c', 'l', 'g', 'm', 'd', 'p']",13,4,True
oversimplifying,"['o', 'v', 'e', 'r', 's', 'i', 'm', 'p', 'l', 'i', 'f', 'y', 'i', 'n', 'g']",[],15,10,True
chosen,"['c', 'h', 'o', 's', 'e', 'n']","['r', 'a', 'i', 'd', 'l', 't', 'y']",6,3,True
imitative,"['i', 'm', 'i', 't', 'a', 't', 'i', 'v', 'e']","['r', 'l']",9,8,True
cheesy,"['c', 'h', 'e', 'e', 's', 'y']","['t', 'i', 'o', 'u', 'r', 'l', 'a']",6,3,True
ennoblement,"['e', 'n', 'n', 'o', 'b', 'l', 'e', 'm', 'e', 'n', 't']",['s'],11,9,True
louvred,"['l', 'o', 'u', 'v', 'r', 'e', 'd']","['s', 'w', 'c']",7,7,True
abrasives,"['a', 'b', 'r', 'a', 's', 'i', 'v', 'e', 's']",['t'],9,9,True
howled,"['h', 'o', 'w', 'l', 'e', 'd']","['s', 'r', 'a', 'i', 'f', 'b', 'y']",6,3,True
commutes,"['c', 'o', 'm', 'm', 'u', 't', 'e', 's']","['r', 'a', 'i', 'p', 'f']",8,5,True
grazing,"['g', 'r', 'a', 'z', 'i', 'n', 'g']","['s', 'd', 'y', 'c', 'v', 't']",7,4,True
squalling,"['s', 'q', 'u', 'a', 'l', 'l', 'i', 'n', 'g']","['t', 'd', 'r']",9,7,True
motif,"['m', 'o', 't', 'i', 'f']","['s', 'e', 'a', 'y', 'u', 'c', 'n', 'r', 'b']",5,1,True
requisitioning,"['r', 'e', 'q', 'u', 'i', 's', 'i', 't', 'i', 'o', 'n', 'i', 'n', 'g']","['l', 'c', 'p', 'd', 'm']",14,5,True
firmness,"['f', 'i', 'r', 'm', 'n', 'e', 's', 's']",['l'],8,9,True
hallucination,"['h', 'a', 'l', 'l', 'u', 'c', 'i', 'n', 'a', 't', 'i', 'o', 'n']","['g', 'r']",13,8,True
smouldered,"['s', 'm', 'o', 'u', 'l', 'd', 'e', 'r', 'e', 'd']",['t'],10,9,True
paralleled,"['p', 'a', 'r', 'a', 'l', 'l', 'e', 'l', 'e', 'd']",['o'],10,9,True
scouting,"['s', 'c', 'o', 'u', 't', 'i', 'n', 'g']","['r', 'a', 'h', 'e']",8,6,True
scout,"['s', 'c', 'o', 'u', 't']","['e', 'a', 'r', 'p']",5,6,True
arsehole,"['a', 'r', 's', 'e', 'h', 'o', 'l', 'e']",[],8,10,True
greyed,"['g', 'r', 'e', 'y', 'e', 'd']","['s', 'p']",6,8,True
misstates,"['m', 'i', 's', 's', 't', 'a', 't', 'e', 's']","['d', 'p', 'l']",9,7,True
miserly,"['m', 'i', 's', 'e', 'r', 'l', 'y']","['t', 'n', 'd']",7,7,True
menopause,"['m', 'e', 'n', 'o', 'p', 'a', 'u', 's', 'e']","['t', 'l', 'c', 'd', 'q', 'h']",9,4,True
brusquer,"['b', 'r', 'u', 's', 'q', 'u', 'e', 'r']","['a', 'o']",8,8,True
cashed,"['c', 'a', 's', 'h', 'e', 'd']","['t', 'i', 'u', 'l', 'b']",6,5,True
aborts,"['a', 'b', 'o', 'r', 't', 's']","['e', 'd']",6,8,True
northwards,"['n', 'o', 'r', 't', 'h', 'w', 'a', 'r', 'd', 's']",['l'],10,9,True
stoops,"['s', 't', 'o', 'o', 'p', 's']","['e', 'a', 'l', 'c', 'w', 'n']",6,4,True
moseyed,"['m', 'o', 's', 'e', 'y', 'e', 'd']","['t', 'n', 'r', 'a', 'l']",7,5,True
unseal,"['u', 'n', 's', 'e', 'a', 'l']","['t', 'i']",6,8,True
rhapsodise,"['r', 'h', 'a', 'p', 's', 'o', 'd', 'i', 's', 'e']","['n', 'l']",10,8,True
sized,"['s', 'i', 'z', 'e', 'd']","['r', 't']",5,8,True
vociferous,"['v', 'o', 'c', 'i', 'f', 'e', 'r', 'o', 'u', 's']",[],10,10,True
scrappiest,"['s', 'c', 'r', 'a', 'p', 'p', 'i', 'e', 's', 't']","['o', 'l', 'g', 'd']",10,6,True
clacked,"['c', 'l', 'a', 'c', 'k', 'e', 'd']","['s', 'r', 'n', 'p']",7,6,True
upstairs,"['u', 'p', 's', 't', 'a', 'i', 'r', 's']",['d'],8,9,True
yeshivahs,"['y', 'e', 's', 'h', 'i', 'v', 'a', 'h', 's']","['t', 'r', 'p', 'l']",9,6,True
vindications,"['v', 'i', 'n', 'd', 'i', 'c', 'a', 't', 'i', 'o', 'n', 's']","['l', 'r']",12,8,True
apportions,"['a', 'p', 'p', 'o', 'r', 't', 'i', 'o', 'n', 's']","['e', 'd']",10,8,True
appearing,"['a', 'p', 'p', 'e', 'a', 'r', 'i', 'n', 'g']","['t', 'l']",9,8,True
endemic,"['e', 'n', 'd', 'e', 'm', 'i', 'c']","['s', 'r', 'l', 'g', 'a', 't', 'o']",7,3,True
hobbies,"['h', 'o', 'b', 'b', 'i', 'e', 's']","['r', 'l', 'd']",7,7,True
playbills,"['p', 'l', 'a', 'y', 'b', 'i', 'l', 'l', 's']","['t', 'r', 'e']",9,7,True
outs,"['o', 'u', 't', 's']","['e', 'a', 'r']",4,7,True
alarming,"['a', 'l', 'a', 'r', 'm', 'i', 'n', 'g']",['s'],8,9,True
nippier,"['n', 'i', 'p', 'p', 'i', 'e', 'r']",['s'],7,9,True
whipped,"['_', '_', '_', '_', '_', '_', '_']","['s', 'r', 'l', 'g', 'a', 't', 'c', 'o', 'n', 'm']",0,0,False
prism,"['p', 'r', 'i', 's', 'm']","['e', 't', 'a']",5,7,True
formalised,"['f', 'o', 'r', 'm', 'a', 'l', 'i', 's', 'e', 'd']",['g'],10,9,True
groaning,"['g', 'r', 'o', 'a', 'n', 'i', 'n', 'g']","['s', 'e', 'b', 'k']",8,6,True
empathy,"['e', 'm', 'p', 'a', 't', 'h', 'y']","['s', 'r', 'l', 'g', 'd', 'i', 'c']",7,3,True
yielding,"['y', 'i', 'e', 'l', 'd', 'i', 'n', 'g']","['r', 'a', 't', 'o']",8,6,True
remounting,"['r', 'e', 'm', 'o', 'u', 'n', 't', 'i', 'n', 'g']","['a', 'l', 'p', 's', 'c']",10,5,True
obscenity,"['o', 'b', 's', 'c', 'e', 'n', 'i', 't', 'y']","['r', 'd']",9,8,True
lowly,"['l', 'o', 'w', 'l', 'y']","['s', 'e', 'a', 'd']",5,6,True
snowstorm,"['s', 'n', 'o', 'w', 's', 't', 'o', 'r', 'm']","['a', 'c']",9,8,True
bonitoes,"['b', 'o', 'n', 'i', 't', 'o', 'e', 's']","['r', 'a']",8,8,True
classing,"['c', 'l', 'a', 's', 's', 'i', 'n', 'g']","['r', 'e', 'y']",8,7,True
unkindness,"['u', 'n', 'k', 'i', 'n', 'd', 'n', 'e', 's', 's']","['o', 'l', 'a', 't', 'p', 'r', 'b']",10,3,True
thru,"['t', 'h', 'r', 'u']","['e', 's', 'a', 'o']",4,6,True
monomaniacs,"['m', 'o', 'n', 'o', 'm', 'a', 'n', 'i', 'a', 'c', 's']","['l', 'r']",11,8,True
barbecued,"['b', 'a', 'r', 'b', 'e', 'c', 'u', 'e', 'd']","['t', 'l', 'g', 'i', 'q']",9,5,True
upsides,"['u', 'p', 's', 'i', 'd', 'e', 's']","['t', 'g', 'r', 'b']",7,6,True
calcining,"['c', 'a', 'l', 'c', 'i', 'n', 'i', 'n', 'g']","['t', 'f']",9,8,True
validating,"['v', 'a', 'l', 'i', 'd', 'a', 't', 'i', 'n', 'g']","['o', 'r', 's', 'm', 'c']",10,5,True
monastery,"['m', 'o', 'n', 'a', 's', 't', 'e', 'r', 'y']",['b'],9,9,True
wholesale,"['w', 'h', 'o', 'l', 'e', 's', 'a', 'l', 'e']","['t', 'i']",9,8,True
losing,"['l', 'o', 's', 'i', 'n', 'g']","['t', 'e']",6,8,True
communions,"['c', 'o', 'm', 'm', 'u', 'n', 'i', 'o', 'n', 's']",['r'],10,9,True
cite,"['_', 'i', 't', 'e']","['a', 'o', 'l', 'r', 'n', 'd', 'v', 's', 'b', 'k']",3,0,False
thirtieths,"['t', 'h', 'i', 'r', 't', 'i', 'e', 't', 'h', 's']","['o', 'l', 'a']",10,7,True
championships,"['c', 'h', 'a', 'm', 'p', 'i', 'o', 'n', 's', 'h', 'i', 'p', 's']",[],13,10,True
fulfilled,"['f', 'u', 'l', 'f', 'i', 'l', 'l', 'e', 'd']","['t', 'a', 'o']",9,7,True
blab,"['b', 'l', 'a', 'b']","['e', 's', 'r', 'f', 'c']",4,5,True
incite,"['i', 'n', 'c', 'i', 't', 'e']","['s', 'r', 'd']",6,7,True
addressing,"['a', 'd', 'd', 'r', 'e', 's', 's', 'i', 'n', 'g']","['o', 'l']",10,8,True
peered,"['p', 'e', 'e', 'r', 'e', 'd']","['s', 'a', 'o', 'i', 'l']",6,5,True
mercies,"['m', 'e', 'r', 'c', 'i', 'e', 's']","['a', 'o']",7,8,True
harridans,"['h', 'a', 'r', 'r', 'i', 'd', 'a', 'n', 's']","['t', 'l', 'e']",9,7,True
bulletining,"['b', 'u', 'l', 'l', 'e', 't', 'i', 'n', 'i', 'n', 'g']",['o'],11,9,True
curie,"['c', 'u', 'r', 'i', 'e']","['s', 'a', 'd', 'm']",5,6,True
lords,"['l', 'o', 'r', 'd', 's']","['e', 'a', 'u', 'n']",5,6,True
limpness,"['l', 'i', 'm', 'p', 'n', 'e', 's', 's']","['r', 'a', 't', 'o', 'c', 'g', 'd', 'k']",8,2,True
dandelions,"['d', 'a', 'n', 'd', 'e', 'l', 'i', 'o', 'n', 's']",['t'],10,9,True
consecrated,"['c', 'o', 'n', 's', 'e', 'c', 'r', 'a', 't', 'e', 'd']",[],11,10,True
strum,"['s', 't', 'r', 'u', 'm']","['e', 'a', 'o', 'i', 'n', 'l']",5,4,True
tinfoil,"['t', 'i', 'n', 'f', 'o', 'i', 'l']","['s', 'r', 'e', 'p', 'a']",7,5,True
grassland,"['g', 'r', 'a', 's', 's', 'l', 'a', 'n', 'd']",['t'],9,9,True
indivisibility,"['i', 'n', 'd', 'i', 'v', 'i', 's', 'i', 'b', 'i', 'l', 'i', 't', 'y']","['r', 'u', 'm']",14,7,True
derogates,"['d', 'e', 'r', 'o', 'g', 'a', 't', 'e', 's']",[],9,10,True
surety,"['s', 'u', 'r', 'e', 't', 'y']","['a', 'w', 'l']",6,7,True
corruptible,"['c', 'o', 'r', 'r', 'u', 'p', 't', 'i', 'b', 'l', 'e']",['a'],11,9,True
bogs,"['b', 'o', 'g', 's']","['e', 'a', 't', 'p', 'y']",4,5,True
eventual,"['e', 'v', 'e', 'n', 't', 'u', 'a', 'l']","['r', 'o']",8,8,True
monument,"['m', 'o', 'n', 'u', 'm', 'e', 'n', 't']","['r', 'a', 'd', 'l']",8,6,True
fifty,"['f', 'i', 'f', 't', 'y']","['s', 'e', 'a', 'o', 'u', 'd', 'p']",5,3,True
anathema,"['a', 'n', 'a', 't', 'h', 'e', 'm', 'a']","['r', 'd']",8,8,True
lisping,"['l', 'i', 's', 'p', 'i', 'n', 'g']","['t', 'h', 'a', 'd']",7,6,True
ushering,"['u', 's', 'h', 'e', 'r', 'i', 'n', 'g']","['a', 'o', 'd']",8,7,True
simply,"['s', 'i', 'm', 'p', 'l', 'y']",['e'],6,9,True
squiggliest,"['s', 'q', 'u', 'i', 'g', 'g', 'l', 'i', 'e', 's', 't']","['o', 'r', 'c', 'a']",11,6,True
delinquencies,"['d', 'e', 'l', 'i', 'n', 'q', 'u', 'e', 'n', 'c', 'i', 'e', 's']",[],13,10,True
relevant,"['r', 'e', 'l', 'e', 'v', 'a', 'n', 't']","['s', 'd', 'g', 'i', 'c']",8,5,True
yodel,"['y', 'o', 'd', 'e', 'l']","['s', 'r']",5,8,True
pilfering,"['p', 'i', 'l', 'f', 'e', 'r', 'i', 'n', 'g']","['t', 'a', 'o', 's']",9,6,True
homosexuals,"['h', 'o', 'm', 'o', 's', 'e', 'x', 'u', 'a', 'l', 's']",[],11,10,True
justifying,"['j', 'u', 's', 't', 'i', 'f', 'y', 'i', 'n', 'g']","['o', 'l', 'a', 'r']",10,6,True
gazetting,"['g', 'a', 'z', 'e', 't', 't', 'i', 'n', 'g']","['s', 'r', 'f']",9,7,True
toreadors,"['t', 'o', 'r', 'e', 'a', 'd', 'o', 'r', 's']",['n'],9,9,True
capon,"['c', 'a', 'p', 'o', 'n']","['s', 'e', 'y', 'r', 'b']",5,5,True
lankest,"['l', 'a', 'n', 'k', 'e', 's', 't']","['i', 'r']",7,8,True
informant,"['i', 'n', 'f', 'o', 'r', 'm', 'a', 'n', 't']",[],9,10,True
bricked,"['b', 'r', 'i', 'c', 'k', 'e', 'd']","['s', 't', 'a', 'o']",7,6,True
remitted,"['r', 'e', 'm', 'i', 't', 't', 'e', 'd']","['s', 'a', 'l', 'f']",8,6,True
snacked,"['s', 'n', 'a', 'c', 'k', 'e', 'd']","['r', 'i', 'l', 't', 'p', 'm']",7,4,True
chammies,"['c', 'h', 'a', 'm', 'm', 'i', 'e', 's']","['r', 'l']",8,8,True
tic,"['t', 'i', 'c']","['a', 'o', 'e', 'p', 'n', 'd']",3,4,True
unwieldy,"['u', 'n', 'w', 'i', 'e', 'l', 'd', 'y']","['r', 'a', 't', 'v', 's']",8,5,True
underhand,"['u', 'n', 'd', 'e', 'r', 'h', 'a', 'n', 'd']","['t', 'i', 'l']",9,7,True
junkyards,"['j', 'u', 'n', 'k', 'y', 'a', 'r', 'd', 's']","['t', 'l', 'c', 'p']",9,6,True
quintupling,"['q', 'u', 'i', 'n', 't', 'u', 'p', 'l', 'i', 'n', 'g']",['o'],11,9,True
bracelets,"['b', 'r', 'a', 'c', 'e', 'l', 'e', 't', 's']","['o', 'g']",9,8,True
whipcord,"['w', 'h', 'i', 'p', 'c', 'o', 'r', 'd']","['a', 'l', 's', 'b']",8,6,True
snifter,"['s', 'n', 'i', 'f', 't', 'e', 'r']",['w'],7,9,True
tonic,"['t', 'o', 'n', 'i', 'c']","['s', 'e', 'a', 'y', 'u', 'l', 'p']",5,3,True
storefront,"['s', 't', 'o', 'r', 'e', 'f', 'r', 'o', 'n', 't']","['p', 'i', 'b', 'd']",10,6,True
repeats,"['r', 'e', 'p', 'e', 'a', 't', 's']",['l'],7,9,True
dissatisfying,"['d', 'i', 's', 's', 'a', 't', 'i', 's', 'f', 'y', 'i', 'n', 'g']","['c', 'l', 'r']",13,7,True
pregnant,"['p', 'r', 'e', 'g', 'n', 'a', 'n', 't']",['s'],8,9,True
interrelationships,"['i', 'n', 't', 'e', 'r', 'r', 'e', 'l', 'a', 't', 'i', 'o', 'n', 's', 'h', 'i', 'p', 's']",['d'],18,9,True
bromine,"['b', 'r', 'o', 'm', 'i', 'n', 'e']","['s', 'd', 'a', 'p', 'c', 'y']",7,4,True
fewest,"['f', 'e', 'w', 'e', 's', 't']","['i', 'a', 'o', 'r', 'u']",6,5,True
sex,"['_', 'e', '_']","['a', 'o', 'w', 't', 'r', 'g', 'n', 'd', 'y', 'h']",1,0,False
lacrimal,"['l', 'a', 'c', 'r', 'i', 'm', 'a', 'l']","['t', 'd']",8,8,True
fudged,"['f', 'u', 'd', 'g', 'e', 'd']","['s', 'r', 'b']",6,7,True
intendeds,"['i', 'n', 't', 'e', 'n', 'd', 'e', 'd', 's']","['a', 'y']",9,8,True
face,"['_', 'a', '_', 'e']","['l', 'r', 'm', 'p', 's', 'd', 'k', 'g', 'v', 'b']",2,0,False
embarks,"['e', 'm', 'b', 'a', 'r', 'k', 's']","['w', 'p', 'd']",7,7,True
burnishing,"['b', 'u', 'r', 'n', 'i', 's', 'h', 'i', 'n', 'g']","['o', 'l', 'a', 't', 'd', 'p', 'c', 'f']",10,2,True
guzzle,"['g', 'u', '_', '_', '_', '_']","['s', 'r', 'd', 'n', 'a', 'i', 'o', 'b', 't', 'y']",2,0,False
clunky,"['c', 'l', 'u', 'n', 'k', 'y']","['s', 'r', 'd', 'e']",6,6,True
zoning,"['z', 'o', 'n', 'i', 'n', 'g']","['s', 'r', 'd', 'a', 'b', 'h', 't']",6,3,True
tetrahedrons,"['t', 'e', 't', 'r', 'a', 'h', 'e', 'd', 'r', 'o', 'n', 's']","['c', 'l', 'u']",12,7,True
squeegees,"['s', 'q', 'u', 'e', 'e', 'g', 'e', 'e', 's']","['t', 'a', 'o', 'l', 'd', 'n', 'r']",9,3,True
shocks,"['s', 'h', 'o', 'c', 'k', 's']","['e', 'a', 'm']",6,7,True
sentimentalism,"['s', 'e', 'n', 't', 'i', 'm', 'e', 'n', 't', 'a', 'l', 'i', 's', 'm']","['r', 'u']",14,8,True
fatten,"['f', 'a', 't', 't', 'e', 'n']","['s', 'r', 'd', 'l', 'i', 'b']",6,4,True
sharpen,"['s', 'h', 'a', 'r', 'p', 'e', 'n']","['t', 'd']",7,8,True
kabobs,"['k', 'a', 'b', 'o', 'b', 's']","['e', 'r', 'n']",6,7,True
informally,"['i', 'n', 'f', 'o', 'r', 'm', 'a', 'l', 'l', 'y']",['s'],10,9,True
smudgy,"['s', 'm', 'u', 'd', 'g', 'y']","['e', 'i', 'r', 'l']",6,6,True
envies,"['e', 'n', 'v', 'i', 'e', 's']","['l', 'd', 'o', 'r', 'c']",6,5,True
conjugations,"['c', 'o', 'n', 'j', 'u', 'g', 'a', 't', 'i', 'o', 'n', 's']","['l', 'm', 'r']",12,7,True
bate,"['b', 'a', '_', 'e']","['l', 'r', 'm', 'p', 's', 'd', 'k', 'g', 'v', 'n']",3,0,False
beloved,"['b', 'e', 'l', 'o', 'v', 'e', 'd']","['s', 'r', 'a', 'g', 'c']",7,5,True
teen,"['t', 'e', 'e', 'n']","['s', 'd', 'r', 'p', 'k', 'm']",4,4,True
equivalent,"['e', 'q', 'u', 'i', 'v', 'a', 'l', 'e', 'n', 't']","['o', 'r', 's', 'b']",10,6,True
potassium,"['p', 'o', 't', 'a', 's', 's', 'i', 'u', 'm']",['n'],9,9,True
banded,"['b', 'a', 'n', 'd', 'e', 'd']","['s', 'r', 'l']",6,7,True
broadswords,"['b', 'r', 'o', 'a', 'd', 's', 'w', 'o', 'r', 'd', 's']",[],11,10,True
censor,"['c', 'e', 'n', 's', 'o', 'r']",['a'],6,9,True
tumbledown,"['t', 'u', 'm', 'b', 'l', 'e', 'd', 'o', 'w', 'n']","['a', 'r']",10,8,True
heckler,"['h', 'e', 'c', 'k', 'l', 'e', 'r']","['s', 'i', 'a', 'u', 'o']",7,5,True
pinched,"['p', 'i', 'n', 'c', 'h', 'e', 'd']","['s', 'r', 'l', 'g', 'a', 't', 'u']",7,3,True
mainstreamed,"['m', 'a', 'i', 'n', 's', 't', 'r', 'e', 'a', 'm', 'e', 'd']","['c', 'l', 'o', 'g']",12,6,True
backlogs,"['b', 'a', 'c', 'k', 'l', 'o', 'g', 's']","['r', 't', 'e']",8,7,True
complaisant,"['c', 'o', 'm', 'p', 'l', 'a', 'i', 's', 'a', 'n', 't']",['r'],11,9,True
rubbery,"['r', 'u', 'b', 'b', 'e', 'r', 'y']","['s', 'o', 'l']",7,7,True
halon,"['h', 'a', 'l', 'o', 'n']","['s', 'e', 'y', 'r', 'b', 'c']",5,4,True
indemnifies,"['i', 'n', 'd', 'e', 'm', 'n', 'i', 'f', 'i', 'e', 's']","['o', 'l', 'a', 'u', 'r']",11,5,True
maharaja,"['m', 'a', 'h', 'a', 'r', 'a', 'j', 'a']",[],8,10,True
alive,"['a', 'l', 'i', 'v', 'e']","['s', 'n', 'k']",5,7,True
bobtail,"['b', 'o', 'b', 't', 'a', 'i', 'l']","['s', 'r', 'e', 'u']",7,6,True
impulsed,"['i', 'm', 'p', 'u', 'l', 's', 'e', 'd']","['r', 'a', 't', 'o']",8,6,True
pontificating,"['p', 'o', 'n', 't', 'i', 'f', 'i', 'c', 'a', 't', 'i', 'n', 'g']","['s', 'l', 'r', 'm', 'b']",13,5,True
