target,discovered,wrong letters,number of hits,lives remaining,game won
monotonically,"['m', 'o', 'n', 'o', 't', 'o', 'n', 'i', 'c', 'a', 'l', 'l', 'y']","['e', 's', 'r', 'g', 'u']",13,5,True
evanescent,"['e', '_', 'a', 'n', 'e', 's', 'c', 'e', 'n', 't']","['i', 'r', 'o', 'l', 'd', 'u', 'h', 'p', 'm', 'g']",9,0,False
sexier,"['s', 'e', '_', 'i', 'e', 'r']","['a', 'o', 'n', 't', 'l', 'd', 'u', 'p', 'h', 'm']",5,0,False
archenemies,"['a', 'r', 'c', 'h', 'e', 'n', 'e', 'm', 'i', 'e', 's']","['t', 'l', 'o', 'd', 'g', 'p', 'u']",11,3,True
soundtracks,"['s', 'o', 'u', 'n', 'd', 't', 'r', 'a', 'c', '_', 's']","['e', 'i', 'l', 'h', 'm', 'b', 'p', 'y', 'g', 'f']",10,0,False
butted,"['b', 'u', 't', 't', 'e', 'd']","['s', 'i', 'a', 'o', 'r', 'l', 'n', 'p', 'h']",6,1,True
pushcart,"['p', 'u', 's', 'h', 'c', 'a', 'r', 't']","['e', 'i', 'o', 'l', 'n', 'm', 'y', 'b']",8,2,True
prodigies,"['p', 'r', 'o', 'd', 'i', 'g', 'i', 'e', 's']","['a', 'n', 't', 'l', 'u', 'c', 'm', 'h', 'b']",9,1,True
meriting,"['m', 'e', 'r', 'i', 't', 'i', 'n', 'g']","['s', 'a', 'o', 'd', 'l', 'u', 'p', 'h', 'f']",8,1,True
occasion,"['o', 'c', 'c', 'a', 's', 'i', 'o', 'n']","['e', 't', 'l', 'r', 'g']",8,5,True
chagrining,"['c', '_', 'a', 'g', 'r', 'i', 'n', 'i', 'n', 'g']","['e', 's', 'o', 'l', 't', 'u', 'd', 'p', 'm', 'b']",9,0,False
landfill,"['l', 'a', 'n', '_', '_', 'i', 'l', 'l']","['e', 's', 'o', 'g', 't', 'r', 'c', 'y', 'u', 'm']",6,0,False
crisis,"['_', 'r', 'i', 's', 'i', 's']","['e', 'a', 'o', 'n', 'u', 't', 'l', 'p', 'k', 'h']",5,0,False
flatcar,"['_', 'l', 'a', 't', 'c', 'a', 'r']","['e', 'i', 'o', 's', 'u', 'y', 'n', 'm', 'h', 'p']",6,0,False
defended,"['d', 'e', '_', 'e', 'n', 'd', 'e', 'd']","['s', 'i', 'a', 'o', 'u', 'r', 'l', 't', 'p', 'h']",7,0,False
fleetness,"['_', 'l', 'e', 'e', 't', 'n', 'e', 's', 's']","['i', 'a', 'o', 'u', 'r', 'd', 'h', 'p', 'y', 'm']",8,0,False
snobbier,"['s', 'n', 'o', 'b', 'b', 'i', 'e', 'r']","['a', 't', 'l', 'd', 'c', 'g', 'p', 'u', 'm']",8,1,True
stupids,"['s', 't', 'u', 'p', 'i', '_', 's']","['e', 'a', 'o', 'n', 'l', 'r', 'h', 'm', 'c', 'y']",6,0,False
kicked,"['_', 'i', 'c', '_', 'e', 'd']","['s', 'n', 'r', 'l', 't', 'a', 'o', 'u', 'p', 'h']",4,0,False
devotes,"['d', 'e', '_', 'o', 't', 'e', 's']","['i', 'a', 'r', 'l', 'n', 'u', 'p', 'h', 'b', 'c']",6,0,False
ruddy,"['r', 'u', '_', '_', 'y']","['e', 'i', 'a', 'o', 's', 'l', 'm', 'n', 't', 'b']",3,0,False
chartreuse,"['c', 'h', 'a', 'r', 't', 'r', 'e', 'u', 's', 'e']","['i', 'o', 'l', 'd', 'n', 'p']",10,4,True
pizzeria,"['p', 'i', '_', '_', 'e', 'r', 'i', 'a']","['s', 'n', 'l', 't', 'd', 'o', 'c', 'm', 'b', 'f']",6,0,False
resourceful,"['r', 'e', 's', 'o', 'u', 'r', 'c', 'e', 'f', 'u', 'l']","['i', 'a', 't', 'd', 'n', 'p', 'b', 'h']",11,2,True
paunch,"['_', 'a', 'u', 'n', 'c', 'h']","['e', 'i', 'o', 's', 'l', 'r', 't', 'y', 'm', 'd']",5,0,False
clerestory,"['c', 'l', 'e', 'r', 'e', 's', 't', 'o', 'r', '_']","['i', 'a', 'u', 'd', 'n', 'p', 'h', 'b', 'f', 'm']",9,0,False
tellingly,"['t', 'e', 'l', 'l', 'i', 'n', 'g', 'l', '_']","['s', 'a', 'r', 'o', 'd', 'u', 'c', 'p', 'h', 'b']",8,0,False
modernism,"['m', 'o', 'd', 'e', 'r', 'n', 'i', 's', 'm']","['a', 't', 'l', 'u', 'c', 'g', 'p']",9,3,True
retirements,"['r', 'e', 't', 'i', 'r', 'e', 'm', 'e', 'n', 't', 's']","['a', 'o', 'l', 'd', 'u', 'g', 'c', 'p', 'h']",11,1,True
stoat,"['s', 't', 'o', 'a', 't']","['e', 'i', 'r', 'l']",5,6,True
dot,"['_', 'o', 't']","['e', 'i', 'a', 's', 'u', 'r', 'l', 'n', 'y', 'h']",2,0,False
smites,"['s', 'm', 'i', 't', 'e', 's']","['a', 'o', 'n', 'r', 'l', 'd', 'u', 'h', 'p']",6,1,True
starring,"['s', 't', 'a', 'r', 'r', 'i', 'n', 'g']","['e', 'o', 'l']",8,7,True
menially,"['m', 'e', 'n', 'i', 'a', 'l', 'l', 'y']","['s', 'r', 't', 'd', 'g', 'o', 'c', 'u', 'p']",8,1,True
diviner,"['d', 'i', '_', 'i', 'n', 'e', 'r']","['s', 'a', 'o', 't', 'l', 'g', 'u', 'p', 'c', 'f']",6,0,False
sine,"['s', 'i', 'n', 'e']","['a', 'o']",4,8,True
misinterpreted,"['m', 'i', 's', 'i', 'n', 't', 'e', 'r', 'p', 'r', 'e', 't', 'e', 'd']","['a', 'o', 'l', 'u', 'g', 'c']",14,4,True
dreams,"['d', 'r', 'e', 'a', '_', 's']","['i', 'o', 't', 'l', 'n', 'u', 'c', 'p', 'g', 'h']",5,0,False
stubborner,"['s', 't', 'u', 'b', 'b', 'o', 'r', 'n', 'e', 'r']","['i', 'a', 'd', 'l', 'c', 'p', 'h']",10,3,True
reunifies,"['r', 'e', 'u', 'n', 'i', 'f', 'i', 'e', 's']","['a', 'o', 't', 'l', 'd', 'g', 'c', 'p', 'm']",9,1,True
divisor,"['d', 'i', '_', 'i', 's', 'o', 'r']","['e', 'a', 'n', 't', 'l', 'u', 'c', 'p', 'b', 'm']",6,0,False
prairies,"['p', 'r', 'a', 'i', 'r', 'i', 'e', 's']","['n', 't', 'l', 'o', 'd', 'c']",8,4,True
with,"['_', 'i', 't', 'h']","['e', 'a', 'o', 's', 'n', 'l', 'u', 'r', 'y', 'c']",3,0,False
precedence,"['p', 'r', 'e', 'c', 'e', 'd', 'e', 'n', 'c', 'e']","['s', 'i', 'a', 'o', 'u', 't', 'l', 'y']",10,2,True
undergone,"['u', 'n', 'd', 'e', 'r', 'g', 'o', 'n', 'e']","['s', 'i', 'a', 't', 'l', 'c', 'p', 'b']",9,2,True
cheeseburger,"['c', 'h', 'e', 'e', 's', 'e', 'b', 'u', 'r', '_', 'e', 'r']","['i', 'a', 'o', 't', 'd', 'l', 'n', 'p', 'm', 'f']",11,0,False
drubbing,"['d', 'r', 'u', 'b', 'b', 'i', 'n', 'g']","['e', 'a', 'o', 's', 'l', 't', 'p', 'c', 'm']",8,1,True
misbehave,"['m', 'i', 's', '_', 'e', 'h', 'a', '_', 'e']","['r', 'n', 'l', 't', 'd', 'o', 'c', 'p', 'u', 'g']",7,0,False
whistle,"['_', 'h', 'i', 's', 't', 'l', 'e']","['a', 'o', 'n', 'r', 'd', 'u', 'p', 'c', 'f', 'g']",6,0,False
associative,"['a', 's', 's', 'o', 'c', 'i', 'a', 't', 'i', '_', 'e']","['r', 'n', 'l', 'd', 'h', 'p', 'm', 'b', 'u', 'f']",10,0,False
civilise,"['_', 'i', '_', 'i', 'l', 'i', 's', 'e']","['a', 'o', 'n', 'r', 't', 'd', 'u', 'p', 'h', 'm']",6,0,False
brandy,"['_', 'r', 'a', 'n', 'd', 'y']","['e', 'i', 'o', 's', 'u', 'l', 't', 'c', 'm', 'g']",5,0,False
surplussed,"['s', 'u', 'r', 'p', 'l', 'u', 's', 's', 'e', 'd']","['i', 'a', 'o', 't', 'n']",10,5,True
bedfellow,"['b', 'e', 'd', '_', 'e', 'l', 'l', 'o', '_']","['s', 'i', 'a', 'r', 'n', 'u', 't', 'p', 'c', 'g']",7,0,False
gratuities,"['_', 'r', 'a', 't', 'u', 'i', 't', 'i', 'e', 's']","['n', 'l', 'o', 'd', 'c', 'p', 'h', 'm', 'b', 'f']",9,0,False
uses,"['u', 's', 'e', 's']","['i', 'a', 'o']",4,7,True
hue,"['_', 'u', 'e']","['s', 'i', 'a', 'o', 'r', 'd', 'l', 't', 'n', 'p']",2,0,False
triggers,"['t', 'r', 'i', '_', '_', 'e', 'r', 's']","['a', 'o', 'n', 'l', 'd', 'u', 'p', 'h', 'm', 'f']",6,0,False
reviler,"['r', 'e', '_', 'i', 'l', 'e', 'r']","['s', 'n', 'a', 'o', 'd', 't', 'u', 'p', 'c', 'f']",6,0,False
bisexuals,"['b', 'i', 's', 'e', '_', 'u', 'a', 'l', 's']","['r', 'n', 't', 'd', 'o', 'c', 'p', 'm', 'g', 'h']",8,0,False
medics,"['m', 'e', 'd', 'i', '_', 's']","['a', 'o', 'n', 'r', 'l', 't', 'u', 'p', 'h', 'k']",5,0,False
encrusting,"['e', 'n', 'c', 'r', 'u', 's', 't', 'i', 'n', 'g']","['a', 'o', 'l', 'd']",10,6,True
condoms,"['c', 'o', 'n', '_', 'o', '_', 's']","['e', 'i', 'a', 'u', 'r', 'l', 't', 'h', 'b', 'p']",5,0,False
propitiated,"['p', 'r', 'o', 'p', 'i', 't', 'i', 'a', 't', 'e', 'd']","['s', 'n', 'l', 'c']",11,6,True
proclaims,"['p', 'r', 'o', 'c', 'l', 'a', 'i', 'm', 's']","['e', 'n', 't', 'u', 'y', 'h', 'd']",9,3,True
convinces,"['c', 'o', 'n', '_', 'i', 'n', 'c', 'e', 's']","['a', 'r', 'l', 't', 'd', 'g', 'u', 'p', 'h', 'm']",8,0,False
ruddy,"['r', 'u', '_', '_', 'y']","['e', 'i', 'a', 'o', 's', 'l', 'm', 'n', 't', 'b']",3,0,False
suave,"['s', 'u', 'a', '_', 'e']","['i', 'r', 'o', 'l', 't', 'd', 'n', 'c', 'p', 'm']",4,0,False
computerising,"['c', 'o', 'm', 'p', 'u', 't', 'e', 'r', 'i', 's', 'i', 'n', 'g']","['a', 'l', 'd', 'h']",13,6,True
colluded,"['c', 'o', 'l', 'l', 'u', 'd', 'e', 'd']","['s', 'i', 'a', 'r', 'n', 't', 'b', 'p']",8,2,True
wimpiest,"['_', 'i', 'm', 'p', 'i', 'e', 's', 't']","['a', 'o', 'n', 'r', 'l', 'd', 'u', 'h', 'c', 'y']",7,0,False
repulsively,"['r', 'e', 'p', 'u', 'l', 's', 'i', '_', 'e', 'l', '_']","['a', 'o', 'n', 't', 'd', 'c', 'm', 'f', 'b', 'h']",9,0,False
mescal,"['_', 'e', 's', 'c', 'a', 'l']","['i', 'r', 'o', 't', 'd', 'u', 'n', 'p', 'b', 'h']",5,0,False
snapper,"['s', 'n', 'a', 'p', 'p', 'e', 'r']","['i', 'o', 't', 'l', 'd', 'u', 'c']",7,3,True
acclamation,"['a', 'c', 'c', 'l', 'a', 'm', 'a', 't', 'i', 'o', 'n']","['e', 's', 'r', 'g', 'u', 'y']",11,4,True
downturns,"['d', 'o', '_', 'n', 't', 'u', 'r', 'n', 's']","['e', 'i', 'a', 'l', 'c', 'h', 'p', 'b', 'm', 'f']",8,0,False
goddesses,"['_', 'o', 'd', 'd', 'e', 's', 's', 'e', 's']","['i', 'a', 'r', 'l', 't', 'n', 'u', 'p', 'c', 'b']",8,0,False
shyest,"['s', 'h', 'y', 'e', 's', 't']","['i', 'a', 'o', 'u', 'r', 'l', 'd', 'n', 'p']",6,1,True
miscast,"['m', 'i', 's', 'c', 'a', 's', 't']","['e', 'n', 'o', 'l', 'r', 'u', 'h']",7,3,True
pundit,"['p', 'u', 'n', '_', 'i', 't']","['e', 'a', 'o', 's', 'g', 'l', 'r', 'y', 'c', 'm']",5,0,False
eyeglass,"['e', '_', 'e', '_', 'l', 'a', 's', 's']","['i', 'r', 'o', 't', 'd', 'u', 'n', 'p', 'c', 'b']",6,0,False
dolmens,"['d', 'o', 'l', '_', 'e', 'n', 's']","['i', 'a', 'r', 'u', 't', 'c', 'p', 'b', 'w', 'g']",6,0,False
exemplify,"['e', '_', 'e', '_', 'p', 'l', 'i', '_', 'y']","['s', 'n', 'r', 'a', 'd', 'o', 't', 'u', 'c', 'b']",6,0,False
workouts,"['_', 'o', 'r', '_', 'o', 'u', 't', 's']","['e', 'i', 'a', 'l', 'n', 'c', 'p', 'h', 'b', 'm']",6,0,False
inked,"['i', 'n', '_', 'e', 'd']","['s', 'a', 'r', 'o', 'l', 't', 'g', 'u', 'c', 'p']",4,0,False
formality,"['f', 'o', 'r', 'm', 'a', 'l', 'i', 't', 'y']","['e', 's', 'n', 'c', 'u', 'd', 'p', 'b']",9,2,True
dray,"['_', 'r', 'a', 'y']","['e', 'i', 'o', 's', 'u', 'l', 't', 'n', 'm', 'c']",3,0,False
waxiest,"['_', 'a', '_', 'i', 'e', 's', 't']","['r', 'n', 'l', 'o', 'd', 'c', 'm', 'h', 'p', 'u']",5,0,False
endorses,"['e', 'n', 'd', 'o', 'r', 's', 'e', 's']","['i', 'a', 'u', 't', 'l']",8,5,True
misdoes,"['m', 'i', 's', 'd', 'o', 'e', 's']","['a', 'n', 'r', 'l', 't', 'u', 'p', 'c', 'b']",7,1,True
resolution,"['r', 'e', 's', 'o', 'l', 'u', 't', 'i', 'o', 'n']",['a'],10,9,True
riff,"['r', 'i', '_', '_']","['e', 'a', 'o', 's', 'n', 'l', 'u', 't', 'y', 'c']",2,0,False
swoons,"['s', '_', 'o', 'o', 'n', 's']","['e', 'i', 'a', 'u', 'r', 'l', 't', 'c', 'y', 'b']",5,0,False
portaging,"['p', 'o', 'r', 't', 'a', 'g', 'i', 'n', 'g']","['e', 's', 'l', 'c', 'u', 'd']",9,4,True
subtlest,"['s', 'u', 'b', 't', 'l', 'e', 's', 't']","['i', 'a', 'o', 'r', 'd', 'n', 'p', 'h']",8,2,True
spike,"['s', 'p', 'i', '_', 'e']","['a', 'o', 'n', 'r', 'l', 't', 'd', 'u', 'h', 'g']",4,0,False
masturbates,"['m', 'a', 's', 't', 'u', 'r', 'b', 'a', 't', 'e', 's']","['i', 'o', 'l', 'd', 'n', 'c', 'p', 'h']",11,2,True
hallowing,"['_', 'a', 'l', 'l', 'o', '_', 'i', 'n', 'g']","['e', 's', 't', 'r', 'c', 'd', 'm', 'p', 'b', 'f']",7,0,False
incorporeal,"['i', 'n', 'c', 'o', 'r', 'p', 'o', 'r', 'e', 'a', 'l']","['s', 't', 'd', 'g', 'm']",11,5,True
denoted,"['d', 'e', 'n', 'o', 't', 'e', 'd']","['s', 'i', 'a', 'r', 'l']",7,5,True
laddies,"['l', 'a', 'd', 'd', 'i', 'e', 's']","['r', 'n', 't']",7,7,True
empathetic,"['e', 'm', 'p', 'a', 't', 'h', 'e', 't', 'i', 'c']","['s', 'n', 'r', 'l', 'd', 'o', 'u']",10,3,True
regurgitates,"['r', 'e', '_', 'u', 'r', '_', 'i', 't', 'a', 't', 'e', 's']","['n', 'l', 'o', 'd', 'c', 'p', 'h', 'm', 'b', 'f']",10,0,False
sidetrack,"['s', 'i', 'd', 'e', 't', 'r', 'a', 'c', '_']","['n', 'l', 'o', 'u', 'p', 'h', 'm', 'b', 'g', 'f']",8,0,False
peeping,"['p', 'e', 'e', 'p', 'i', 'n', 'g']","['s', 'a', 'r', 'o', 'l', 'd', 't', 'u']",7,2,True
transposes,"['t', 'r', 'a', 'n', 's', 'p', 'o', 's', 'e', 's']","['i', 'l', 'd', 'c', 'u']",10,5,True
mitts,"['m', 'i', 't', 't', 's']","['e', 'a', 'o', 'n', 'u', 'l', 'r', 'h', 'y']",5,1,True
mortification,"['m', 'o', 'r', 't', 'i', '_', 'i', 'c', 'a', 't', 'i', 'o', 'n']","['e', 's', 'l', 'g', 'u', 'd', 'p', 'h', 'b', 'y']",12,0,False
sullied,"['s', 'u', 'l', 'l', 'i', 'e', 'd']","['a', 'o', 'n', 'r', 't']",7,5,True
aggressive,"['a', '_', '_', 'r', 'e', 's', 's', 'i', '_', 'e']","['n', 't', 'l', 'o', 'd', 'c', 'p', 'm', 'b', 'h']",7,0,False
ocarina,"['o', 'c', 'a', 'r', 'i', 'n', 'a']","['e', 's', 'l', 't', 'g']",7,5,True
salesmanship,"['s', 'a', 'l', 'e', 's', 'm', 'a', 'n', 's', 'h', 'i', 'p']","['r', 't', 'o', 'd', 'g', 'c', 'u']",12,3,True
misapprehension,"['m', 'i', 's', 'a', 'p', 'p', 'r', 'e', 'h', 'e', 'n', 's', 'i', 'o', 'n']","['t', 'l', 'd', 'c', 'g', 'u']",15,4,True
master,"['_', 'a', 's', 't', 'e', 'r']","['i', 'o', 'l', 'd', 'n', 'u', 'c', 'p', 'h', 'g']",5,0,False
nephritis,"['n', 'e', 'p', 'h', 'r', 'i', 't', 'i', 's']","['a', 'o', 'l', 'd', 'u', 'g', 'c']",9,3,True
subsidiaries,"['s', 'u', 'b', 's', 'i', 'd', 'i', 'a', 'r', 'i', 'e', 's']","['n', 't', 'l', 'o', 'c', 'p', 'm']",12,3,True
harelips,"['h', 'a', 'r', 'e', 'l', 'i', 'p', 's']","['n', 't', 'o', 'd', 'c', 'u', 'm', 'b']",8,2,True
hyphens,"['h', 'y', 'p', 'h', 'e', 'n', 's']","['i', 'a', 'o', 'u', 'r', 'l', 't', 'd']",7,2,True
hang,"['_', 'a', 'n', '_']","['e', 'i', 'o', 's', 'u', 'r', 'l', 't', 'y', 'm']",2,0,False
typecasting,"['t', '_', 'p', 'e', 'c', 'a', 's', 't', 'i', 'n', 'g']","['r', 'l', 'o', 'd', 'h', 'u', 'm', 'k', 'f', 'b']",10,0,False
cannonades,"['c', 'a', 'n', 'n', 'o', 'n', 'a', 'd', 'e', 's']","['i', 'r', 'l', 't']",10,6,True
undoings,"['u', 'n', 'd', 'o', 'i', 'n', 'g', 's']","['e', 'a', 't', 'l', 'r', 'c', 'p']",8,3,True
snorkeled,"['s', 'n', 'o', 'r', '_', 'e', 'l', 'e', 'd']","['i', 'a', 'u', 't', 'c', 'p', 'b', 'w', 'g', 'm']",8,0,False
canoed,"['c', 'a', 'n', 'o', 'e', 'd']","['s', 'i', 'r', 'l', 't']",6,5,True
shakiest,"['s', 'h', 'a', '_', 'i', 'e', 's', 't']","['r', 'n', 'l', 'o', 'd', 'c', 'm', 'p', 'u', 'g']",7,0,False
bananas,"['_', 'a', 'n', 'a', 'n', 'a', 's']","['e', 'i', 'o', 'u', 'r', 'l', 't', 'y', 'p', 'h']",6,0,False
monoliths,"['_', 'o', 'n', 'o', 'l', 'i', 't', 'h', 's']","['e', 'a', 'u', 'g', 'r', 'c', 'p', 'd', 'b', 'f']",8,0,False
disencumbers,"['d', 'i', 's', 'e', 'n', 'c', 'u', 'm', 'b', 'e', 'r', 's']","['a', 'o', 't', 'l', 'g', 'p', 'h', 'f']",12,2,True
overstocking,"['o', 'v', 'e', 'r', 's', 't', 'o', 'c', 'k', 'i', 'n', 'g']","['a', 'l', 'd', 'u', 'p', 'h', 'm', 'f', 'b']",12,1,True
encircles,"['e', 'n', 'c', 'i', 'r', 'c', 'l', 'e', 's']","['a', 'o', 't', 'd', 'u', 'g', 'p']",9,3,True
choose,"['c', 'h', 'o', 'o', 's', 'e']","['i', 'a', 'r', 'l', 't', 'd', 'n', 'u', 'p']",6,1,True
brainwashed,"['b', 'r', 'a', 'i', 'n', 'w', 'a', 's', 'h', 'e', 'd']","['t', 'l', 'o', 'g', 'c', 'p', 'u', 'm']",11,2,True
odder,"['o', 'd', 'd', 'e', 'r']","['s', 'i', 'a']",5,7,True
backstroking,"['b', 'a', 'c', 'k', 's', 't', 'r', 'o', 'k', 'i', 'n', 'g']","['e', 'l', 'u', 'p', 'm', 'd', 'h', 'f']",12,2,True
draughtiness,"['d', 'r', 'a', 'u', 'g', 'h', 't', 'i', 'n', 'e', 's', 's']","['o', 'l', 'c', 'p', 'm']",12,5,True
trams,"['t', 'r', 'a', 'm', 's']","['e', 'i', 'o', 'u', 'l', 'n', 'c', 'y', 'p']",5,1,True
inadvertence,"['i', 'n', 'a', 'd', '_', 'e', 'r', 't', 'e', 'n', 'c', 'e']","['s', 'l', 'o', 'g', 'u', 'p', 'h', 'm', 'b', 'f']",11,0,False
industrially,"['i', 'n', 'd', 'u', 's', 't', 'r', 'i', 'a', 'l', 'l', 'y']","['e', 'o', 'g', 'c', 'm', 'p']",12,4,True
preponderate,"['p', 'r', 'e', 'p', 'o', 'n', 'd', 'e', 'r', 'a', 't', 'e']","['s', 'i', 'l', 'c', 'u', 'm']",12,4,True
settlements,"['s', 'e', 't', 't', 'l', 'e', 'm', 'e', 'n', 't', 's']","['i', 'a', 'o', 'u', 'r', 'd', 'h', 'p', 'y']",11,1,True
globs,"['_', 'l', 'o', 'b', 's']","['e', 'i', 'a', 'u', 'r', 't', 'y', 'c', 'w', 'p']",4,0,False
wherewithal,"['_', '_', 'e', 'r', 'e', '_', 'i', 't', '_', 'a', 'l']","['s', 'n', 'd', 'o', 'c', 'u', 'p', 'b', 'g', 'f']",7,0,False
gossamer,"['_', 'o', 's', 's', 'a', 'm', 'e', 'r']","['i', 't', 'l', 'd', 'n', 'c', 'p', 'u', 'b', 'h']",7,0,False
moults,"['_', 'o', 'u', 'l', 't', 's']","['e', 'i', 'a', 'r', 'n', 'c', 'p', 'b', 'h', 'y']",5,0,False
infinitesimally,"['i', 'n', 'f', 'i', 'n', 'i', 't', 'e', 's', 'i', 'm', 'a', 'l', 'l', 'y']","['r', 'o', 'd', 'g', 'c', 'u', 'p', 'h', 'b']",15,1,True
paler,"['_', 'a', 'l', 'e', 'r']","['s', 'i', 'o', 'd', 't', 'u', 'n', 'y', 'c', 'b']",4,0,False
victimised,"['_', 'i', 'c', 't', 'i', 'm', 'i', 's', 'e', 'd']","['a', 'o', 'n', 'r', 'l', 'u', 'h', 'p', 'f', 'k']",9,0,False
stricture,"['s', 't', 'r', 'i', 'c', 't', 'u', 'r', 'e']","['a', 'o', 'n', 'l', 'd', 'p', 'h', 'm']",9,2,True
priviest,"['p', 'r', 'i', '_', 'i', 'e', 's', 't']","['a', 'o', 'n', 'l', 'd', 'u', 'h', 'c', 'm', 'f']",7,0,False
carcinomata,"['c', 'a', 'r', 'c', 'i', 'n', 'o', 'm', 'a', 't', 'a']","['e', 's', 'l', 'g', 'u']",11,5,True
corny,"['c', 'o', 'r', 'n', 'y']","['e', 'i', 'a', 's', 'u', 'l', 't']",5,3,True
watersides,"['_', 'a', 't', 'e', 'r', 's', 'i', 'd', 'e', 's']","['n', 'l', 'o', 'c', 'u', 'p', 'h', 'm', 'b', 'g']",9,0,False
trampoline,"['t', 'r', 'a', 'm', 'p', 'o', 'l', 'i', 'n', 'e']","['s', 'd', 'g', 'c']",10,6,True
involving,"['i', 'n', '_', 'o', 'l', '_', 'i', 'n', 'g']","['e', 'a', 's', 'u', 't', 'r', 'c', 'd', 'p', 'b']",7,0,False
chromosome,"['c', 'h', 'r', 'o', '_', 'o', 's', 'o', '_', 'e']","['i', 'a', 'u', 't', 'd', 'l', 'n', 'p', 'b', 'w']",8,0,False
prettier,"['p', 'r', 'e', 't', 't', 'i', 'e', 'r']","['s', 'n', 'a', 'o', 'l', 'd', 'u']",8,3,True
craniums,"['c', 'r', 'a', 'n', 'i', 'u', 'm', 's']","['e', 'o', 't', 'l', 'g']",8,5,True
ugliness,"['u', 'g', 'l', 'i', 'n', 'e', 's', 's']","['a', 'o', 'r', 't', 'd']",8,5,True
mapper,"['_', 'a', 'p', 'p', 'e', 'r']","['s', 'i', 'o', 'd', 'l', 't', 'n', 'u', 'c', 'y']",5,0,False
blacksmiths,"['b', 'l', 'a', 'c', 'k', 's', 'm', 'i', 't', 'h', 's']","['e', 'n', 'o', 'r', 'u', 'y', 'p']",11,3,True
linnet,"['l', 'i', 'n', 'n', 'e', 't']","['s', 'a', 'r', 'o', 'd', 'g']",6,4,True
woodcutting,"['_', 'o', 'o', 'd', 'c', 'u', 't', 't', 'i', 'n', 'g']","['e', 'a', 's', 'l', 'r', 'h', 'p', 'm', 'b', 'f']",10,0,False
flasher,"['_', 'l', 'a', 's', 'h', 'e', 'r']","['i', 'o', 't', 'd', 'u', 'c', 'n', 'p', 'b', 'y']",6,0,False
volunteering,"['v', 'o', 'l', 'u', 'n', 't', 'e', 'e', 'r', 'i', 'n', 'g']","['s', 'a', 'd', 'c', 'p', 'b', 'f', 'm', 'h']",12,1,True
chumminess,"['c', 'h', 'u', 'm', 'm', 'i', 'n', 'e', 's', 's']","['a', 'o', 'r', 'l', 't', 'd', 'g', 'p']",10,2,True
castanets,"['c', 'a', 's', 't', 'a', 'n', 'e', 't', 's']","['i', 'r', 'o', 'l', 'd', 'u']",9,4,True
melted,"['_', 'e', 'l', 't', 'e', 'd']","['s', 'i', 'a', 'o', 'u', 'r', 'n', 'p', 'h', 'y']",5,0,False
mayfly,"['m', 'a', 'y', '_', 'l', 'y']","['e', 'i', 'o', 's', 'u', 'r', 'n', 't', 'p', 'b']",5,0,False
affable,"['a', '_', '_', 'a', '_', 'l', 'e']","['s', 'i', 'r', 'o', 'd', 't', 'n', 'u', 'y', 'c']",4,0,False
fallacious,"['_', 'a', 'l', 'l', 'a', 'c', 'i', 'o', 'u', 's']","['e', 'n', 't', 'r', 'y', 'm', 'h', 'p', 'd', 'b']",9,0,False
enabled,"['e', 'n', 'a', '_', 'l', 'e', 'd']","['s', 'i', 'r', 'o', 't', 'u', 'c', 'y', 'g', 'p']",6,0,False
droppers,"['d', 'r', 'o', 'p', 'p', 'e', 'r', 's']","['i', 'a', 'u', 't', 'l', 'n']",8,4,True
impulsing,"['i', 'm', 'p', 'u', 'l', 's', 'i', 'n', 'g']","['e', 'a', 'o', 't', 'r', 'c']",9,4,True
torn,"['t', 'o', 'r', 'n']","['e', 'i', 'a', 's', 'u', 'l']",4,4,True
decimated,"['d', 'e', 'c', 'i', 'm', 'a', 't', 'e', 'd']","['s', 'n', 'r', 'l', 'o', 'u', 'h', 'p']",9,2,True
spiritualism,"['s', 'p', 'i', 'r', 'i', 't', 'u', 'a', 'l', 'i', 's', 'm']","['e', 'n', 'o', 'c', 'y']",12,5,True
demoniacal,"['d', 'e', 'm', 'o', 'n', 'i', 'a', 'c', 'a', 'l']","['s', 'r', 't', 'g']",10,6,True
ahead,"['a', '_', 'e', 'a', 'd']","['s', 'i', 'r', 'l', 'o', 't', 'n', 'u', 'c', 'g']",4,0,False
mononucleosis,"['m', 'o', 'n', 'o', 'n', 'u', 'c', 'l', 'e', 'o', 's', 'i', 's']","['a', 'r', 't', 'd', 'g', 'p']",13,4,True
toughs,"['t', 'o', 'u', '_', 'h', 's']","['e', 'i', 'a', 'r', 'l', 'n', 'c', 'p', 'b', 'm']",5,0,False
incautious,"['i', 'n', 'c', 'a', 'u', 't', 'i', 'o', 'u', 's']","['e', 'l', 'r', 'g']",10,6,True
agonising,"['a', 'g', 'o', 'n', 'i', 's', 'i', 'n', 'g']","['e', 't', 'l', 'r']",9,6,True
libertines,"['l', 'i', '_', 'e', 'r', 't', 'i', 'n', 'e', 's']","['a', 'o', 'u', 'd', 'g', 'c', 'p', 'h', 'f', 'm']",9,0,False
grasshopper,"['_', 'r', 'a', 's', 's', 'h', 'o', 'p', 'p', 'e', 'r']","['i', 't', 'l', 'd', 'n', 'c', 'u', 'm', 'b', 'w']",10,0,False
