target,discovered,wrong letters,number of hits,lives remaining,game won
gamete,"['_', 'a', '_', 'e', 't', 'e']","['s', 'r', 'i', 'o', 'd', 'l', 'n', 'u', 'c', 'p']",4,0,False
expensively,"['e', '_', 'p', 'e', 'n', 's', 'i', '_', 'e', 'l', '_']","['t', 'a', 'r', 'o', 'c', 'd', 'u', 'g', 'm', 'h']",8,0,False
copywriters,"['c', 'o', 'p', 'y', '_', 'r', 'i', 't', 'e', 'r', 's']","['n', 'a', 'l', 'd', 'u', 'g', 'm', 'h', 'b', 'f']",10,0,False
novelties,"['n', 'o', '_', 'e', 'l', 't', 'i', 'e', 's']","['r', 'a', 'd', 'c', 'g', 'u', 'p', 'm', 'h', 'b']",8,0,False
clipboards,"['c', 'l', 'i', 'p', 'b', 'o', 'a', 'r', 'd', 's']","['e', 'n', 't', 'u', 'g', 'm', 'h']",10,3,True
grandmothers,"['g', 'r', 'a', 'n', 'd', 'm', 'o', 't', 'h', 'e', 'r', 's']","['i', 'l', 'c', 'u', 'p']",12,5,True
thermals,"['t', 'h', 'e', 'r', 'm', 'a', 'l', 's']","['i', 'n', 'o', 'd', 'c', 'g', 'u', 'p']",8,2,True
undetected,"['u', 'n', 'd', 'e', 't', 'e', 'c', 't', 'e', 'd']","['i', 's', 'a', 'r', 'o', 'l']",10,4,True
siding,"['s', 'i', 'd', 'i', 'n', 'g']","['e', 'r', 'a', 'o', 't', 'l', 'u', 'c', 'p']",6,1,True
coddles,"['c', 'o', 'd', 'd', 'l', 'e', 's']","['i', 'r', 'a', 'n', 't', 'g', 'u']",7,3,True
nylon,"['n', '_', 'l', 'o', 'n']","['s', 'e', 'a', 'r', 't', 'i', 'd', 'u', 'c', 'p']",4,0,False
tired,"['t', 'i', 'r', 'e', 'd']","['s', 'a', 'o', 'l', 'n']",5,5,True
levels,"['l', 'e', '_', 'e', 'l', 's']","['r', 'a', 'i', 'o', 't', 'd', 'n', 'u', 'c', 'p']",5,0,False
fancier,"['_', 'a', 'n', 'c', 'i', 'e', 'r']","['s', 't', 'l', 'o', 'd', 'g', 'u', 'p', 'm', 'h']",6,0,False
basil,"['_', 'a', 's', 'i', 'l']","['e', 'r', 'o', 't', 'n', 'd', 'u', 'c', 'p', 'h']",4,0,False
snorkeled,"['s', 'n', 'o', 'r', '_', 'e', 'l', 'e', 'd']","['i', 'a', 't', 'c', 'g', 'u', 'p', 'm', 'h', 'b']",8,0,False
of,"['o', '_']","['s', 'a', 'e', 'm', 'i', 'h', 'u', 't', 'y', 'n']",1,0,False
mines,"['_', 'i', 'n', 'e', 's']","['a', 'r', 'o', 'l', 't', 'd', 'u', 'c', 'p', 'h']",4,0,False
adepts,"['a', 'd', 'e', 'p', 't', 's']","['r', 'i', 'o', 'l', 'n', 'u', 'c']",6,3,True
shortly,"['s', '_', 'o', 'r', 't', 'l', '_']","['e', 'i', 'a', 'n', 'd', 'g', 'u', 'c', 'p', 'm']",5,0,False
rusted,"['r', 'u', 's', 't', 'e', 'd']","['a', 'i', 'o', 'l', 'n']",6,5,True
roundelays,"['r', 'o', 'u', 'n', 'd', 'e', 'l', 'a', 'y', 's']","['i', 't', 'c', 'g', 'p', 'm', 'h', 'b', 'f']",10,1,True
rips,"['r', 'i', 'p', 's']","['e', 'a', 'o', 'l', 't', 'n', 'd', 'u']",4,2,True
bloodthirstiest,"['b', 'l', 'o', 'o', 'd', 't', 'h', 'i', 'r', 's', 't', 'i', 'e', 's', 't']","['n', 'a', 'c', 'p', 'u', 'm', 'g', 'y']",15,2,True
rubdowns,"['r', 'u', '_', 'd', 'o', '_', 'n', 's']","['e', 'i', 'a', 't', 'l', 'c', 'g', 'p', 'm', 'h']",6,0,False
asks,"['a', 's', '_', 's']","['e', 'o', 'l', 't', 'i', 'r', 'n', 'd', 'u', 'p']",3,0,False
spotlighted,"['s', 'p', 'o', 't', 'l', 'i', 'g', 'h', 't', 'e', 'd']","['n', 'a', 'r', 'c', 'u', 'm']",11,4,True
decrescendo,"['d', 'e', 'c', 'r', 'e', 's', 'c', 'e', 'n', 'd', 'o']","['i', 't', 'a', 'l']",11,6,True
sloppier,"['s', 'l', 'o', 'p', 'p', 'i', 'e', 'r']","['a', 'n', 't', 'd', 'c', 'g', 'u']",8,3,True
censoring,"['c', 'e', 'n', 's', 'o', 'r', 'i', 'n', 'g']","['a', 't', 'l', 'd']",9,6,True
transgressed,"['t', 'r', 'a', 'n', 's', 'g', 'r', 'e', 's', 's', 'e', 'd']","['i', 'o', 'l', 'c', 'u', 'p']",12,4,True
pitiless,"['p', 'i', 't', 'i', 'l', 'e', 's', 's']","['r', 'a', 'n', 'o', 'd', 'c', 'g', 'u']",8,2,True
slops,"['s', 'l', 'o', 'p', 's']","['e', 'a', 'r', 't', 'i', 'n', 'd', 'u', 'c']",5,1,True
southwester,"['s', 'o', 'u', 't', 'h', '_', 'e', 's', 't', 'e', 'r']","['i', 'n', 'a', 'l', 'c', 'd', 'p', 'g', 'm', 'b']",10,0,False
whiskys,"['_', '_', 'i', 's', '_', '_', 's']","['e', 'r', 'a', 'n', 't', 'l', 'o', 'd', 'g', 'u']",3,0,False
eon,"['e', 'o', 'n']","['a', 'i', 't', 'p', 'd', 'u', 'r']",3,3,True
belittle,"['_', 'e', 'l', 'i', 't', 't', 'l', 'e']","['s', 'r', 'a', 'n', 'o', 'd', 'c', 'g', 'u', 'p']",7,0,False
connections,"['c', 'o', 'n', 'n', 'e', 'c', 't', 'i', 'o', 'n', 's']","['a', 'r', 'l']",11,7,True
guardsmen,"['g', 'u', 'a', 'r', 'd', 's', 'm', 'e', 'n']","['i', 't', 'o', 'l', 'c', 'p']",9,4,True
secularises,"['s', 'e', 'c', 'u', 'l', 'a', 'r', 'i', 's', 'e', 's']","['n', 't', 'o', 'd']",11,6,True
marmalade,"['m', 'a', 'r', 'm', 'a', 'l', 'a', 'd', 'e']","['s', 'i', 'n', 't', 'o', 'c', 'g', 'u', 'p']",9,1,True
sinkholes,"['s', 'i', 'n', '_', 'h', 'o', 'l', 'e', 's']","['r', 'a', 't', 'd', 'c', 'g', 'u', 'p', 'm', 'b']",8,0,False
mismanage,"['m', 'i', 's', 'm', 'a', 'n', 'a', 'g', 'e']","['r', 't', 'o', 'l', 'd', 'c', 'u', 'p']",9,2,True
roadhouse,"['r', 'o', 'a', 'd', 'h', 'o', 'u', 's', 'e']","['i', 'n', 't', 'l', 'c', 'g', 'p', 'm']",9,2,True
imprinted,"['i', 'm', 'p', 'r', 'i', 'n', 't', 'e', 'd']","['s', 'a', 'o', 'l', 'c', 'g', 'u']",9,3,True
superstar,"['s', 'u', 'p', 'e', 'r', 's', 't', 'a', 'r']","['i', 'n', 'o', 'l', 'd', 'c', 'g']",9,3,True
newton,"['n', 'e', '_', 't', 'o', 'n']","['s', 'r', 'a', 'i', 'd', 'l', 'u', 'c', 'p', 'g']",5,0,False
paddocking,"['p', 'a', 'd', 'd', 'o', 'c', '_', 'i', 'n', 'g']","['e', 's', 't', 'r', 'l', 'u', 'm', 'h', 'b', 'f']",9,0,False
officiate,"['o', '_', '_', 'i', 'c', 'i', 'a', 't', 'e']","['s', 'r', 'n', 'l', 'd', 'g', 'u', 'p', 'm', 'h']",7,0,False
tare,"['t', 'a', 'r', 'e']","['s', 'o', 'l', 'i']",4,6,True
commendations,"['c', 'o', 'm', 'm', 'e', 'n', 'd', 'a', 't', 'i', 'o', 'n', 's']","['r', 'l', 'u', 'p', 'g']",13,5,True
casualty,"['c', 'a', 's', 'u', 'a', 'l', 't', '_']","['e', 'i', 'r', 'n', 'o', 'd', 'g', 'p', 'm', 'h']",7,0,False
savagest,"['s', 'a', '_', 'a', 'g', 'e', 's', 't']","['i', 'r', 'n', 'o', 'l', 'd', 'c', 'u', 'p', 'm']",7,0,False
affronting,"['a', '_', '_', 'r', 'o', 'n', 't', 'i', 'n', 'g']","['e', 's', 'l', 'c', 'd', 'u', 'p', 'm', 'h', 'b']",8,0,False
assaulted,"['a', 's', 's', 'a', 'u', 'l', 't', 'e', 'd']","['i', 'r', 'n', 'o', 'c', 'g']",9,4,True
upgraded,"['u', 'p', 'g', 'r', 'a', 'd', 'e', 'd']","['s', 'i', 'n', 't', 'o', 'l', 'c']",8,3,True
clandestinely,"['c', 'l', 'a', 'n', 'd', 'e', 's', 't', 'i', 'n', 'e', 'l', 'y']","['o', 'r', 'u', 'p', 'm', 'g', 'h']",13,3,True
unregulated,"['u', 'n', 'r', 'e', 'g', 'u', 'l', 'a', 't', 'e', 'd']","['i', 's', 'o', 'c', 'p']",11,5,True
rash,"['r', 'a', 's', '_']","['e', 'o', 'l', 't', 'i', 'n', 'd', 'u', 'p', 'm']",3,0,False
anthem,"['a', 'n', 't', '_', 'e', '_']","['s', 'r', 'i', 'o', 'd', 'l', 'u', 'c', 'p', 'g']",4,0,False
telethons,"['t', 'e', 'l', 'e', 't', 'h', 'o', 'n', 's']","['i', 'r', 'a', 'd', 'c', 'g', 'u', 'p', 'm']",9,1,True
auricle,"['a', 'u', 'r', 'i', 'c', 'l', 'e']","['s', 'n', 't', 'o', 'd', 'g']",7,4,True
pickpockets,"['p', 'i', 'c', '_', 'p', 'o', 'c', '_', 'e', 't', 's']","['n', 'a', 'r', 'l', 'd', 'u', 'g', 'm', 'h', 'b']",9,0,False
fating,"['_', 'a', 't', 'i', 'n', 'g']","['e', 's', 'r', 'o', 'd', 'l', 'u', 'c', 'p', 'm']",5,0,False
hardens,"['h', 'a', 'r', 'd', 'e', 'n', 's']","['i', 't', 'l', 'o', 'g', 'u', 'c', 'p', 'm']",7,1,True
shrills,"['s', '_', 'r', 'i', 'l', 'l', 's']","['e', 'a', 'n', 't', 'o', 'd', 'g', 'u', 'c', 'p']",6,0,False
patties,"['p', 'a', 't', 't', 'i', 'e', 's']","['r', 'n', 'l', 'o', 'd', 'g', 'u', 'c']",7,2,True
tightrope,"['t', 'i', 'g', 'h', 't', 'r', 'o', 'p', 'e']","['s', 'n', 'a', 'l', 'd', 'c', 'u', 'm']",9,2,True
dullards,"['d', 'u', 'l', 'l', 'a', 'r', 'd', 's']","['e', 'i', 'n', 't', 'o', 'c', 'g']",8,3,True
crimsons,"['c', 'r', 'i', 'm', 's', 'o', 'n', 's']","['e', 'a', 't', 'l', 'd', 'g', 'u', 'p']",8,2,True
porthole,"['p', 'o', 'r', 't', 'h', 'o', 'l', 'e']","['s', 'i', 'a', 'n', 'd', 'c', 'g', 'u', 'm']",8,1,True
properly,"['p', 'r', 'o', 'p', 'e', 'r', 'l', '_']","['s', 'i', 'a', 'n', 't', 'd', 'c', 'g', 'u', 'm']",7,0,False
plighted,"['p', 'l', 'i', 'g', 'h', 't', 'e', 'd']","['s', 'r', 'a', 'n', 'o', 'c', 'u', 'm']",8,2,True
deploys,"['d', 'e', 'p', 'l', 'o', '_', 's']","['i', 'r', 'a', 'n', 't', 'g', 'u', 'c', 'm', 'h']",6,0,False
riskiness,"['r', 'i', 's', '_', 'i', 'n', 'e', 's', 's']","['a', 't', 'o', 'l', 'd', 'c', 'g', 'u', 'p', 'm']",8,0,False
rallies,"['r', 'a', 'l', 'l', 'i', 'e', 's']","['n', 't']",7,8,True
radiance,"['r', 'a', 'd', 'i', 'a', 'n', 'c', 'e']","['s', 't', 'o', 'l']",8,6,True
carnivorous,"['c', 'a', 'r', 'n', 'i', '_', 'o', 'r', 'o', 'u', 's']","['e', 't', 'l', 'd', 'p', 'g', 'm', 'h', 'b', 'y']",10,0,False
harkens,"['_', 'a', 'r', '_', 'e', 'n', 's']","['i', 't', 'l', 'o', 'd', 'g', 'u', 'c', 'p', 'm']",5,0,False
wrangles,"['_', 'r', 'a', 'n', 'g', 'l', 'e', 's']","['i', 't', 'o', 'd', 'c', 'u', 'p', 'm', 'h', 'b']",7,0,False
anaconda,"['a', 'n', 'a', 'c', 'o', 'n', 'd', 'a']","['e', 's', 'i', 'r', 't', 'l']",8,4,True
conspires,"['c', 'o', 'n', 's', 'p', 'i', 'r', 'e', 's']","['a', 't', 'l', 'd', 'g', 'u']",9,4,True
resonate,"['r', 'e', 's', 'o', 'n', 'a', 't', 'e']",['i'],8,9,True
lovemaking,"['l', 'o', '_', 'e', 'm', 'a', '_', 'i', 'n', 'g']","['s', 't', 'r', 'c', 'd', 'u', 'p', 'h', 'b', 'f']",8,0,False
wacky,"['_', 'a', '_', '_', '_']","['s', 'e', 'r', 'o', 'l', 't', 'i', 'n', 'd', 'u']",1,0,False
unsaddle,"['u', 'n', 's', 'a', 'd', 'd', 'l', 'e']","['i', 'r', 't', 'o', 'c', 'g']",8,4,True
ward,"['_', 'a', 'r', 'd']","['e', 's', 'o', 'l', 't', 'i', 'n', 'u', 'p', 'm']",3,0,False
spellbound,"['s', 'p', 'e', 'l', 'l', 'b', 'o', 'u', 'n', 'd']","['i', 'a', 't', 'r', 'c', 'g', 'm', 'h']",10,2,True
cuddliest,"['c', 'u', 'd', 'd', 'l', 'i', 'e', 's', 't']","['r', 'n', 'a', 'o', 'g']",9,5,True
reinvent,"['r', 'e', 'i', 'n', '_', 'e', 'n', 't']","['s', 'a', 'o', 'l', 'd', 'c', 'g', 'u', 'p', 'm']",7,0,False
tiros,"['t', 'i', 'r', 'o', 's']","['e', 'a', 'l']",5,7,True
spideriest,"['s', 'p', 'i', 'd', 'e', 'r', 'i', 'e', 's', 't']","['n', 'a', 'o', 'l', 'c', 'u', 'g']",10,3,True
pirouettes,"['p', 'i', 'r', 'o', 'u', 'e', 't', 't', 'e', 's']","['n', 'a', 'l', 'c', 'd', 'g']",10,4,True
orbiting,"['o', 'r', '_', 'i', 't', 'i', 'n', 'g']","['e', 's', 'a', 'l', 'd', 'c', 'u', 'p', 'm', 'h']",7,0,False
marmosets,"['m', 'a', 'r', 'm', 'o', 's', 'e', 't', 's']","['i', 'n', 'l', 'd', 'c', 'g', 'u', 'p']",9,2,True
stressed,"['s', 't', 'r', 'e', 's', 's', 'e', 'd']","['i', 'a', 'n', 'o', 'l']",8,5,True
approximates,"['a', 'p', 'p', 'r', 'o', '_', 'i', 'm', 'a', 't', 'e', 's']","['n', 'l', 'c', 'u', 'd', 'g', 'h', 'b', 'y', 'f']",11,0,False
polymorphic,"['p', 'o', 'l', 'y', 'm', 'o', 'r', 'p', 'h', 'i', 'c']","['e', 's', 'n', 't', 'a', 'd', 'u', 'g', 'b']",11,1,True
dozen,"['d', 'o', '_', 'e', 'n']","['s', 'a', 'r', 'l', 't', 'i', 'u', 'c', 'p', 'h']",4,0,False
principality,"['p', 'r', 'i', 'n', 'c', 'i', 'p', 'a', 'l', 'i', 't', 'y']","['e', 's', 'o', 'u', 'd', 'g', 'm', 'h', 'b']",12,1,True
ticker,"['t', 'i', 'c', '_', 'e', 'r']","['s', 'a', 'o', 'd', 'l', 'n', 'u', 'p', 'g', 'm']",5,0,False
widowing,"['_', 'i', 'd', 'o', '_', 'i', 'n', 'g']","['e', 's', 'r', 'a', 't', 'l', 'c', 'u', 'p', 'm']",6,0,False
antiperspirants,"['a', 'n', 't', 'i', 'p', 'e', 'r', 's', 'p', 'i', 'r', 'a', 'n', 't', 's']","['o', 'c', 'l']",15,7,True
pacts,"['p', 'a', 'c', 't', 's']","['e', 'r', 'o', 'l', 'i', 'n', 'd', 'u']",5,2,True
reactions,"['r', 'e', 'a', 'c', 't', 'i', 'o', 'n', 's']","['l', 'd']",9,8,True
defeatists,"['d', 'e', '_', 'e', 'a', 't', 'i', 's', 't', 's']","['n', 'r', 'o', 'l', 'c', 'u', 'g', 'p', 'm', 'h']",9,0,False
spokes,"['s', 'p', 'o', '_', 'e', 's']","['r', 'a', 'i', 't', 'd', 'l', 'n', 'u', 'c', 'g']",5,0,False
vend,"['_', 'e', 'n', 'd']","['s', 'a', 'o', 'l', 't', 'i', 'r', 'u', 'p', 'm']",3,0,False
evangelists,"['e', '_', 'a', 'n', 'g', 'e', 'l', 'i', 's', 't', 's']","['r', 'o', 'c', 'd', 'u', 'p', 'm', 'h', 'b', 'y']",10,0,False
indestructibly,"['i', 'n', 'd', 'e', 's', 't', 'r', 'u', 'c', 't', 'i', 'b', 'l', 'y']","['a', 'o', 'p', 'm', 'g', 'h']",14,4,True
stormiest,"['s', 't', 'o', 'r', 'm', 'i', 'e', 's', 't']","['n', 'a', 'l', 'd', 'c', 'g', 'u', 'p']",9,2,True
binders,"['_', 'i', 'n', 'd', 'e', 'r', 's']","['a', 't', 'l', 'o', 'g', 'u', 'c', 'p', 'm', 'h']",6,0,False
ammonia,"['a', '_', '_', 'o', 'n', 'i', 'a']","['e', 's', 'r', 't', 'l', 'd', 'g', 'u', 'c', 'p']",5,0,False
airiness,"['a', 'i', 'r', 'i', 'n', 'e', 's', 's']",[],8,10,True
nonscheduled,"['n', 'o', 'n', 's', 'c', 'h', 'e', 'd', 'u', 'l', 'e', 'd']","['i', 't', 'a', 'r', 'p', 'g', 'm']",12,3,True
diminutives,"['d', 'i', 'm', 'i', 'n', 'u', 't', 'i', '_', 'e', 's']","['a', 'r', 'o', 'l', 'c', 'p', 'g', 'h', 'b', 'y']",10,0,False
brimmed,"['_', 'r', 'i', '_', '_', 'e', 'd']","['s', 'a', 'n', 't', 'l', 'o', 'g', 'u', 'c', 'p']",4,0,False
redundant,"['r', 'e', 'd', 'u', 'n', 'd', 'a', 'n', 't']","['s', 'i', 'o', 'l', 'c', 'g']",9,4,True
trivially,"['t', 'r', 'i', '_', 'i', 'a', 'l', 'l', '_']","['e', 's', 'n', 'o', 'd', 'c', 'g', 'u', 'p', 'm']",7,0,False
chimpanzees,"['c', 'h', 'i', 'm', 'p', 'a', 'n', '_', 'e', 'e', 's']","['t', 'r', 'o', 'l', 'd', 'u', 'g', 'b', 'y', 'f']",10,0,False
adduce,"['a', 'd', 'd', 'u', 'c', 'e']","['s', 'r', 'i', 'o', 't', 'l', 'n']",6,3,True
wettest,"['_', 'e', 't', 't', 'e', 's', 't']","['i', 'r', 'a', 'n', 'l', 'o', 'd', 'g', 'u', 'c']",6,0,False
larding,"['l', 'a', 'r', 'd', 'i', 'n', 'g']","['e', 's', 't', 'o']",7,6,True
thoroughfare,"['t', 'h', 'o', 'r', 'o', 'u', 'g', 'h', '_', 'a', 'r', 'e']","['i', 's', 'n', 'l', 'c', 'p', 'd', 'm', 'b', 'y']",11,0,False
offend,"['o', '_', '_', 'e', 'n', 'd']","['s', 'r', 'a', 'i', 't', 'l', 'u', 'c', 'p', 'g']",4,0,False
unjustifiable,"['u', 'n', '_', 'u', 's', 't', 'i', 'f', 'i', 'a', 'b', 'l', 'e']","['o', 'r', 'c', 'p', 'm', 'g', 'd', 'h', 'y', 'v']",12,0,False
toeholds,"['t', 'o', 'e', 'h', 'o', 'l', 'd', 's']","['i', 'r', 'a', 'n', 'c', 'g', 'u', 'p', 'm']",8,1,True
repeated,"['r', 'e', 'p', 'e', 'a', 't', 'e', 'd']","['s', 'i', 'n', 'o', 'l', 'c', 'g', 'u']",8,2,True
thieved,"['t', '_', 'i', 'e', '_', 'e', 'd']","['s', 'r', 'a', 'n', 'l', 'o', 'g', 'u', 'c', 'p']",5,0,False
micrometre,"['m', 'i', 'c', 'r', 'o', 'm', 'e', 't', 'r', 'e']","['s', 'n', 'a', 'l', 'd', 'u', 'g', 'p']",10,2,True
tricolour,"['t', 'r', 'i', 'c', 'o', 'l', 'o', 'u', 'r']","['e', 's', 'n', 'a', 'd', 'g']",9,4,True
peaks,"['p', 'e', 'a', '_', 's']","['r', 'o', 'l', 't', 'i', 'n', 'd', 'u', 'c', 'h']",4,0,False
raconteur,"['r', 'a', 'c', 'o', 'n', 't', 'e', 'u', 'r']","['s', 'i', 'l', 'd', 'g']",9,5,True
clarions,"['c', 'l', 'a', 'r', 'i', 'o', 'n', 's']","['e', 't', 'd']",8,7,True
officious,"['o', '_', '_', 'i', 'c', 'i', 'o', 'u', 's']","['e', 'r', 'n', 'a', 't', 'l', 'd', 'g', 'p', 'm']",7,0,False
lamer,"['l', 'a', '_', 'e', 'r']","['s', 'o', 't', 'i', 'n', 'd', 'u', 'c', 'p', 'h']",4,0,False
organisers,"['o', 'r', 'g', 'a', 'n', 'i', 's', 'e', 'r', 's']","['t', 'l', 'c', 'd', 'u']",10,5,True
kilohertz,"['_', 'i', 'l', 'o', 'h', 'e', 'r', 't', '_']","['s', 'n', 'a', 'd', 'c', 'g', 'u', 'p', 'm', 'b']",7,0,False
savageries,"['s', 'a', '_', 'a', 'g', 'e', 'r', 'i', 'e', 's']","['n', 't', 'o', 'l', 'c', 'd', 'u', 'p', 'm', 'h']",9,0,False
penetrating,"['p', 'e', 'n', 'e', 't', 'r', 'a', 't', 'i', 'n', 'g']","['s', 'o', 'l', 'c', 'd', 'u']",11,4,True
enthralling,"['e', 'n', 't', 'h', 'r', 'a', 'l', 'l', 'i', 'n', 'g']","['s', 'o', 'c', 'd', 'u', 'p', 'm']",11,3,True
reactions,"['r', 'e', 'a', 'c', 't', 'i', 'o', 'n', 's']","['l', 'd']",9,8,True
undercoated,"['u', 'n', 'd', 'e', 'r', 'c', 'o', 'a', 't', 'e', 'd']","['i', 's', 'l']",11,7,True
expeditor,"['e', '_', 'p', 'e', 'd', 'i', 't', 'o', 'r']","['s', 'n', 'a', 'l', 'c', 'g', 'u', 'm', 'h', 'b']",8,0,False
calif,"['c', 'a', 'l', 'i', '_']","['s', 'e', 'r', 'o', 't', 'n', 'd', 'u', 'p', 'h']",4,0,False
reappointment,"['r', 'e', 'a', 'p', 'p', 'o', 'i', 'n', 't', 'm', 'e', 'n', 't']","['s', 'c', 'l', 'u']",13,6,True
archeologists,"['a', 'r', 'c', 'h', 'e', 'o', 'l', 'o', 'g', 'i', 's', 't', 's']","['n', 'u', 'p', 'm', 'd']",13,5,True
enthusing,"['e', 'n', 't', 'h', 'u', 's', 'i', 'n', 'g']","['r', 'a', 'o', 'l', 'd', 'c', 'p', 'm']",9,2,True
overturned,"['o', '_', 'e', 'r', 't', 'u', 'r', 'n', 'e', 'd']","['i', 's', 'a', 'l', 'c', 'g', 'p', 'm', 'h', 'b']",9,0,False
takings,"['t', 'a', '_', 'i', 'n', 'g', 's']","['e', 'r', 'l', 'o', 'd', 'u', 'c', 'p', 'm', 'h']",6,0,False
immoveable,"['i', 'm', 'm', 'o', '_', 'e', 'a', '_', 'l', 'e']","['s', 'n', 't', 'r', 'c', 'd', 'u', 'g', 'p', 'h']",8,0,False
millage,"['m', 'i', 'l', 'l', 'a', 'g', 'e']","['s', 'r', 'n', 't', 'o', 'd', 'u', 'c', 'p']",7,1,True
deviant,"['d', 'e', '_', 'i', 'a', 'n', 't']","['s', 'r', 'l', 'o', 'g', 'u', 'c', 'p', 'm', 'h']",6,0,False
helpers,"['_', 'e', 'l', 'p', 'e', 'r', 's']","['i', 'a', 'n', 't', 'o', 'd', 'g', 'u', 'c', 'm']",6,0,False
firestorm,"['_', 'i', 'r', 'e', 's', 't', 'o', 'r', 'm']","['n', 'a', 'l', 'd', 'c', 'g', 'u', 'p', 'h', 'b']",8,0,False
significance,"['s', 'i', 'g', 'n', 'i', '_', 'i', 'c', 'a', 'n', 'c', 'e']","['t', 'r', 'o', 'l', 'u', 'p', 'd', 'm', 'h', 'b']",11,0,False
idler,"['i', 'd', 'l', 'e', 'r']","['s', 'a', 'o', 't', 'n']",5,5,True
covens,"['c', 'o', '_', 'e', 'n', 's']","['r', 'a', 'i', 't', 'd', 'l', 'u', 'p', 'g', 'm']",5,0,False
pickier,"['p', 'i', 'c', '_', 'i', 'e', 'r']","['s', 'a', 'n', 't', 'l', 'o', 'd', 'g', 'u', 'm']",6,0,False
entrenching,"['e', 'n', 't', 'r', 'e', 'n', 'c', 'h', 'i', 'n', 'g']","['s', 'a', 'o', 'l', 'd', 'u', 'p', 'm']",11,2,True
flaunted,"['_', 'l', 'a', 'u', 'n', 't', 'e', 'd']","['s', 'i', 'r', 'o', 'c', 'g', 'p', 'm', 'h', 'b']",7,0,False
trimesters,"['t', 'r', 'i', 'm', 'e', 's', 't', 'e', 'r', 's']","['n', 'a', 'o', 'l', 'c', 'd', 'u', 'g', 'p']",10,1,True
syphilitic,"['s', '_', 'p', 'h', 'i', 'l', 'i', 't', 'i', 'c']","['e', 'n', 'a', 'r', 'o', 'd', 'u', 'g', 'm', 'b']",9,0,False
horseshoed,"['_', 'o', 'r', 's', 'e', 's', '_', 'o', 'e', 'd']","['i', 'n', 'a', 't', 'l', 'c', 'u', 'g', 'p', 'm']",8,0,False
thirds,"['t', '_', 'i', 'r', 'd', 's']","['e', 'a', 'o', 'l', 'n', 'u', 'c', 'p', 'g', 'm']",5,0,False
luncheons,"['l', 'u', 'n', 'c', 'h', 'e', 'o', 'n', 's']","['i', 'r', 'a', 't', 'd', 'g', 'p', 'm']",9,2,True
approving,"['a', 'p', 'p', 'r', 'o', '_', 'i', 'n', 'g']","['e', 's', 't', 'l', 'd', 'c', 'u', 'm', 'h', 'b']",8,0,False
electioneer,"['e', 'l', 'e', 'c', 't', 'i', 'o', 'n', 'e', 'e', 'r']","['s', 'a']",11,8,True
pyorrhoea,"['p', '_', 'o', 'r', 'r', '_', 'o', 'e', 'a']","['s', 'i', 'n', 't', 'l', 'd', 'c', 'g', 'u', 'm']",7,0,False
barest,"['_', 'a', 'r', 'e', 's', 't']","['i', 'o', 'd', 'l', 'n', 'u', 'c', 'p', 'g', 'm']",5,0,False
encloses,"['e', 'n', 'c', 'l', 'o', 's', 'e', 's']","['i', 'r', 'a', 't', 'd']",8,5,True
wrangle,"['_', 'r', 'a', 'n', 'g', 'l', 'e']","['s', 'i', 't', 'o', 'd', 'u', 'c', 'p', 'm', 'h']",6,0,False
pissed,"['p', 'i', 's', 's', 'e', 'd']","['r', 'a', 'o', 't', 'l', 'n', 'u', 'c']",6,2,True
paramour,"['p', 'a', 'r', 'a', 'm', 'o', 'u', 'r']","['e', 's', 'i', 'n', 't', 'l', 'd', 'c', 'g']",8,1,True
punctuating,"['p', 'u', 'n', 'c', 't', 'u', 'a', 't', 'i', 'n', 'g']","['e', 's', 'r', 'o', 'l', 'd']",11,4,True
abate,"['a', '_', 'a', 't', 'e']","['s', 'r', 'o', 'l', 'i', 'n', 'd', 'u', 'c', 'p']",4,0,False
mouthwashes,"['m', 'o', 'u', 't', 'h', '_', 'a', 's', 'h', 'e', 's']","['i', 'n', 'r', 'l', 'c', 'd', 'p', 'g', 'b', 'y']",10,0,False
wobble,"['_', 'o', '_', '_', 'l', 'e']","['s', 'r', 'a', 'i', 't', 'd', 'n', 'u', 'c', 'p']",3,0,False
extinguishing,"['e', '_', 't', 'i', 'n', 'g', 'u', 'i', 's', 'h', 'i', 'n', 'g']","['a', 'o', 'r', 'c', 'l', 'p', 'm', 'd', 'y', 'b']",12,0,False
daises,"['d', 'a', 'i', 's', 'e', 's']","['r', 'o', 't']",6,7,True
solicitously,"['s', 'o', 'l', 'i', 'c', 'i', 't', 'o', 'u', 's', 'l', '_']","['e', 'n', 'a', 'r', 'p', 'd', 'g', 'm', 'h', 'b']",11,0,False
porosity,"['p', 'o', 'r', 'o', 's', 'i', 't', '_']","['e', 'a', 'n', 'l', 'd', 'c', 'g', 'u', 'm', 'h']",7,0,False
urethra,"['u', 'r', 'e', 't', '_', 'r', 'a']","['s', 'i', 'n', 'l', 'o', 'd', 'g', 'c', 'p', 'm']",6,0,False
gasket,"['g', 'a', 's', '_', 'e', 't']","['r', 'i', 'o', 'd', 'l', 'n', 'u', 'c', 'p', 'm']",5,0,False
impersonally,"['i', 'm', 'p', 'e', 'r', 's', 'o', 'n', 'a', 'l', 'l', 'y']","['t', 'c', 'u', 'd', 'g', 'h', 'b']",12,3,True
